"","plot_keywords","genre","usa_gross_income","budget","language","country","avg_vote","reviews_from_critics","date_published","year","title_and_year"
"1020","bar|hitman|luck|mexico|mexico city","Comedy, Crime, Thriller","$ 12594698","$ 12500000","English, Spanish","Ireland, Mexico, Germany, USA",6.7,191,"2007-11-16","2007","The Matador (2007)"
"1021","african american|cult film|ex boyfriend|middle class|sex","Drama, Romance","$ 12479335","$ 10000000","English","USA",7.5,18,"1997-03-14","1997","Love Jones (1997)"
"1022","basketball|dancer|high school|love triangle|shakespeare's a midsummer night's dream","Comedy, Romance","$ 11576464","$ 22000000","English","USA",5.7,61,"2002-07-26","2002","Get Over It (2002)"
"1023","1950s|abusive husband|artist|painting|secret","Biography, Crime, Drama","$ 14482031","$ 10000000","English, French, Italian","USA, Canada",7,344,"2015-01-01","2015","Big Eyes (2015)"
"1024","best friend|party|rival|scavenger hunt|sleepover","Comedy, Family, Romance","$ 9436390","$ 10000000","English","USA",5.4,54,"2004-07-09","2004","Sleepover (2004)"
"1025","colonel|lieutenant|nuclear warhead|team|washington d.c.","Action, Comedy","$ 8525600","$ 10000000","English, Russian","USA",5.5,146,"2010-05-21","2010","MacGruber (2010)"
"1026","police surveillance|surveillance van|tailing a suspect|tourist|venice italy","Action, Adventure, Crime","$ 67631157","$ 100000000","English, French, Italian, Russian, Spanish","USA, France, Italy, UK",6,332,"2010-12-17","2010","The Tourist (2010)"
"1027","curb stomping|neo nazi|prison|son dislikes mother's boyfriend|white supremacist","Drama","$ 6719864","$ 20000000","English","USA",8.5,174,"1999-08-27","1999","American History X (1999)"
"1028","booby trap|brainwashing|mercenary|serial killer|trap","Action, Adventure, Crime","$ 6842058","$ 7500000","English","USA",6.1,150,"2012-11-30","2012","The Collection (2012)"
"1029","dog|florida|mad scientist|school|teacher","Animation, Adventure, Comedy","$ 6491969","$ 10000000","English","USA",5.8,33,"2004-01-16","2004","Teacher's Pet (2004)"
"1030","directed by star|indian american|spelling|spelling bee|two word title","Comedy, Drama","$ 7779614","$ 10000000","English","USA",6.6,125,"2014-03-28","2014","Bad Words (2014)"
"1031","color in title","Drama","$ 21571189","$ 9000000","English","USA",6.6,95,"2015-03-05","2015","Black or White (2015)"
"1032","based on short film|chicago illinois|el train|love|train","Comedy, Family, Romance","$ 4365455","$ 16000000","English","USA",4.2,45,"2002-07-05","2002","On the Line (2002)"
"1033","box office flop|critically bashed|government|industrialist|railroad","Drama, Mystery, Sci-Fi","$ 3336053","$ 10000000","English","USA",5.3,24,"2012-10-12","2012","Atlas Shrugged II: The Strike (2012)"
"1034","race relations|racism|racist|social problem|stereotype","Drama","$ 2664812","$ 9000000","English, Swedish","Canada",6.4,108,"1996-11-15","1996","Crash (1996)"
"1035","diner|eating a banana|masturbation|porn star|shooting a pornographic movie","Comedy","$ 2529395","$ 10000000","English","USA",3.2,49,"2011-09-09","2011","Bucky Larson: Born to Be a Star (2011)"
"1036","actor|minstrel show|protest|success|writer","Comedy, Drama, Music","$ 2274979","$ 10000000","English","USA",6.5,69,"2002-10-11","2002","Bamboozled (2002)"
"1037","halfway house|key|reality|schizophrenia|spider","Drama, Mystery, Thriller","$ 1642483","$ 10000000","English","Canada, UK, France",6.8,119,"2002-11-29","2002","Spider (2002)"
"1038","boy|boys' school|death|friend|orphan","Adventure, Drama, Romance","$ 1587173","$ 10000000","English","UK, USA",7.1,85,"2003-06-27","2003","Nicholas Nickleby (2003)"
"1039","based on true story|contract killer|crime family|murder of a girl|serial murderer","Biography, Crime, Drama","$ 1969193","$ 10000000","English","USA",6.8,227,"2015-02-05","2015","The Iceman (2015)"
"1040","breaking the fourth wall|breaking the fourth wall by talking to the audience|computer|mask|singapore","Action, Sci-Fi","$ 1430721","$ 10200000","Hindi, English, Cantonese, Tamil","India",6.4,22,"2006-06-23","2006","Krrish (2006)"
"1041","female nudity|female pubic hair|lingerie|neo noir|pubic hair","Crime, Drama, Thriller","$ 1987762","$ 11000000","English","USA",6.7,386,"2012-10-11","2012","Killer Joe (2012)"
"1042","envy|fake family|gadget|materialism|unhappy marriage","Comedy, Drama","$ 1475746","$ 10000000","English","USA",6.5,144,"2010-04-23","2010","The Joneses (2010)"
"1043","critic|new york|new york city|playwright|theater critic","Drama, Romance","$ 840134","","English","Spain, USA, Japan",6.1,38,"1999-05-01","1999","Illuminata (1999)"
"1044","assassin|corporation|pop star|reporter|satire","Action, Comedy, Thriller","$ 580862","$ 10000000","English, Hungarian","USA",5.6,79,"2008-06-13","2008","War, Inc. (2008)"
"1045","cult film|kung fu|martial arts|shaolin|soccer","Action, Comedy, Family","$ 489600","$ 10000000","Cantonese, Mandarin","Hong Kong, China",7.3,253,"2003-04-11","2003","Shaolin Soccer (2003)"
"1046","boyfriend girlfriend relationship|erection|female frontal nudity|gang rape|prostitute","Drama","$ 366301","$ 10000000","English","USA, Japan",5,109,"2003-11-14","2003","The Brown Bunny (2003)"
"1047","based on true story|hijab|journalism|prison|reference to mahmoud ahmedinejad","Biography, Drama","$ 3128941","$ 5000000","English","USA",6.6,134,"2014-11-27","2014","Rosewater (2014)"
"1048","modern day adaptation|reference to william shakespeare|shakespeare in modern dress|shakespeare play|shakespeare's coriolanus","Drama, Thriller, War","$ 757195","","English","UK",6.1,208,"2012-01-20","2012","Coriolanus (2012)"
"1049","cat|christmas song|lawn mowing|leave of absence|medication","Comedy, Drama","$ 228767","$ 4000000","English","USA, Germany, Belgium",7.1,74,"2005-07-22","2005","Imaginary Heroes (2005)"
"1050","attempted murder|blackmail|diver's watch|nurse|satire","Action, Comedy, Drama","$ 228194","$ 10000000","English","UK, USA",6.2,41,"2001-07-20","2001","High Heels and Low Lifes (2001)"
"1051","bipolar disorder|sodomy|stabbing|street life|violence","Drama, Thriller","$ 131719","$ 10000000","English","USA",6.2,90,"2006-11-24","2006","Edmond (2006)"
"1052","businessman|prostitute|street|stripper|travel","Drama","$ 158898","","English","UK, USA",7,115,"2011-11-18","2011","Welcome to the Rileys (2011)"
"1053","based on autobiography|based on novel|based on true story|murder|racism","Drama","$ 109383","$ 10000000","English","USA",6.6,20,"2010-02-19","2010","Blood Done Sign My Name (2010)"
"1054","apartment|death of protagonist|follow that car|la dolce vita|love","Comedy, Drama, Romance","$ 285863","","English","USA, Canada, Mexico, Puerto Rico",6.5,57,"2014-10-30","2014","Elsa & Fred (2014)"
"1055","book club|cheating boyfriend|job promotion|manhattan new york city|new york city","Comedy, Romance","$ 100688","$ 10000000","English","USA",5.8,23,"2010-02-19","2010","The Good Guy (2010)"
"1056","","Drama","$ 141108","","English","Canada, USA, Germany",4,14,"2008-12-24","2008","Free Style (2008)"
"1057","australian|desert|mother daughter relationship|mother son relationship|promiscuity","Drama, Mystery, Thriller","$ 17472","$ 10000000","English","Ireland, Australia",5.2,91,"2016-02-05","2016","Strangerland (2016)"
"1058","bigger dreams|concert promoter|hotel maid|pep talk|rap concert","Comedy, Crime, Music","$ 9069","$ 10000000","English","USA",5.1,4,"2009-10-16","2009","The Janky Promoters (2009)"
"1059","dysfunctional family|family relationships|family reunion|funeral|twin","Comedy, Drama","$ 75076","$ 6500000","English","UK, Germany, USA",6.6,27,"2004-09-26","2004","Eulogy (2004)"
"1060","amusement park|strong female character|summer job|teen movie|teenager","Comedy, Drama, Romance","$ 16044025","","English","USA",6.8,254,"2009-07-10","2009","Adventureland (2009)"
"1061","1950s|cuba|cuban flag|fidel castro|havana cuba","Drama, Romance","$ 2484186","$ 9600000","English, Spanish","USA",6.6,46,"2006-11-17","2006","The Lost City (2006)"
"1062","african american|flashback|marijuana joint|porn magazine|suburb","Comedy","$ 57328603","$ 11000000","English, Spanish","USA",6.2,17,"2000-01-12","2000","Next Friday (2000)"
"1063","aging|daughter|old couple|old love|stroke","Drama, Romance","$ 6739492","$ 8900000","French, English","Austria, France, Germany",7.9,466,"2012-10-25","2012","Amour (2012)"
"1064","amateur film|sexual harassment|sexual innuendo|small town|struggling parent","Adventure, Comedy, Sci-Fi","$ 113682","$ 10000000","English","USA",6.2,105,"2010-06-04","2010","Gentlemen Broncos (2010)"
"1065","casino|desert|love|suicide|tragic event","Action, Drama, Romance","$ 1685269","INR 600000000","English, Hindi, Spanish","India",6.1,39,"2010-05-21","2010","Kites (2010)"
"1066","art director|breasts|depression|outdoor sex|riding a horse","Drama, Sci-Fi","$ 3030848","$ 7400000","English","Denmark, Sweden, France, Germany",7.2,423,"2011-10-21","2011","Melancholia (2011)"
"1067","accident|army|bomb|indian army|love","Drama, Romance","$ 3047539","$ 7217600","Hindi","India",6.7,53,"2012-11-13","2012","Jab Tak Hai Jaan (2012)"
"1068","band|box office flop|critically bashed|historically inaccurate|revisionist history","Biography, Drama, Music","$ 3573673","$ 10000000","English","USA",6.5,257,"2010-04-08","2010","The Runaways (2010)"
"1069","african american|bachelor party|brooklyn bridge|family relationships|stripper","Comedy, Drama, Romance","$ 34102780","$ 9000000","English","USA",6.8,31,"2000-07-28","2000","The Best Man (2000)"
"1070","bridge|governor|political thriller|president|vice president","Drama, Thriller","$ 17872723","$ 20000000","English","USA, Germany, UK",6.9,144,"2001-05-30","2001","The Contender (2001)"
"1071","attic|christmas|house|incest|sorority","Horror, Mystery, Thriller","$ 10429730","$ 5000000","English","USA, New Zealand",3.2,111,"2020-03-28","2020","Black Christmas (2020)"
"1072","female to male foot in crotch|lingerie slip|love|mistaken identity|writer","Comedy, Romance","$ 12264319","$ 10000000","English","USA",5.7,38,"2004-08-13","2004","Breakin' All the Rules (2004)"
"1073","boy|mistress|money|schizophrenic|school","Comedy, Drama","$ 4777465","$ 9000000","English","USA",6.9,128,"2002-10-04","2002","Igby Goes Down (2002)"
"1074","college|high school senior|meat|protest|university","Comedy","$ 4330020","$ 8000000","English","USA",6.6,16,"1994-04-29","1994","PCU (1994)"
"1075","gang banger|sequel|shakespeare's hamlet|student|time machine","Comedy, Music","$ 4886216","$ 9000000","English, Spanish","USA",6.3,125,"2008-08-27","2008","Hamlet 2 (2008)"
"1076","1970s|glitter|political cover up|reference to katharine hepburn|reference to spencer tracy","Drama, Music","$ 1053788","","English, French","UK, USA",7,105,"1999-01-29","1999","Velvet Goldmine (1999)"
"1077","friend|girl|imaginary friend|outback|town","Drama, Family","$ 14443","AUD 11400000","English","Australia, UK",6.6,25,"2006-12-23","2006","Opal Dream (2006)"
"1078","bare chested male|box office flop|diner|german shepherd|one word title","Comedy, Music, Romance","$ 1069318","$ 9000000","English, Japanese, Spanish","Germany, USA",4.3,41,"2005-08-26","2005","Undiscovered (2005)"
"1079","bar mitzvah|lawyer|train|wealth|wrestler","Action, Thriller","$ 3124","$ 28000000","English","USA",4.3,9,"2014-02-25","2014","The Girl on the Train (2014)"
"1080","abusive parent|child molester|child protection|photographer|police","Crime, Drama","$ 211440","","French, Italian, Romanian, Arabic","France",7.3,170,"2012-02-03","2012","Polisse (2012)"
"1081","country music|country western singer|journalist|musician|singer","Drama, Music, Romance","$ 39464306","$ 7000000","English, Spanish","USA",7.2,281,"2010-03-05","2010","Crazy Heart (2010)"
"1082","female protagonist|high school|self destructiveness|student council president|student government","Comedy, Drama, Romance","$ 14902041","$ 25000000","English, Spanish","USA",7.2,167,"2000-07-21","2000","Election (2000)"
"1083","cult film|disc jockey|female protagonist|music business|one word title","Drama, Music, Romance","$ 4274407","$ 22000000","English","USA",2.2,75,"2001-11-30","2001","Glitter (2001)"
"1084","based on book|based on true story|rape|title spoken by character","Action, Drama","$ 298347","$ 8000000","Korean","South Korea",7.1,15,"2003-12-24","2003","Silmido (2003)"
"1085","19th century|friend|john keats|passion|poet","Biography, Drama, Romance","$ 4444637","$ 8500000","English, French","UK, Australia, France",6.9,225,"2010-06-11","2010","Bright Star (2010)"
"1086","church|cowboy boots|dancing|high school dance|teenager","Comedy, Drama, Music","$ 51802742","$ 24000000","English","USA",5.9,161,"2011-10-14","2011","Footloose (2011)"
"1087","alaska|island|motorboat|singer|wilderness","Adventure, Drama, Thriller","$ 2160710","$ 10000000","English","USA",6.9,42,"1999-08-27","1999","Limbo (1999)"
"1088","jealousy|jumping into sea|love|swimming pool|wet clothes","Drama, Musical, Romance","$ 3827466","","Hindi, English, French","India",7.1,26,"2013-05-31","2013","Yeh Jawaani Hai Deewani (2013)"
"1089","future|murder|opera|repossession|surgery","Horror, Musical, Sci-Fi","$ 146750","$ 8500000","English","USA",6.6,139,"2008-11-20","2008","Repo! The Genetic Opera (2008)"
"1090","black comedy|cunnilingus|neo noir|nonlinear timeline|postmodern","Crime, Drama","$ 107928762","$ 8000000","English, Spanish, French","USA",8.9,289,"1994-10-28","1994","Pulp Fiction (1994)"
"1091","gay|graduate student|sister sister relationship|sprite|uncle nephew relationship","Comedy, Drama","$ 59891098","$ 8000000","English","USA",7.8,254,"2006-09-22","2006","Little Miss Sunshine (2006)"
"1092","basketball|hip hop|rap music|record company|writer","Romance, Comedy, Drama","$ 27363891","$ 8000000","English","USA",6.5,36,"2003-06-06","2003","Brown Sugar (2003)"
"1093","","Adventure, Drama","$ 150191","$ 2000000","English","USA",6.4,27,"2016-09-09","2016","Kicks (2016)"
"1094","centennial|girl|next door neighbor|prom|school","Comedy, Drama, Romance","$ 17845337","$ 8500000","English","USA",5.8,61,"2000-06-09","2000","Drive Me Crazy (2000)"
"1095","bail|diabetic|friend|jail|pharmaceutical lab","Comedy, Crime","$ 17460020","$ 8000000","English, Turkish","USA",6.7,42,"1998-06-26","1998","Half Baked (1998)"
"1096","cia|hezbollah|lebanon|oil|prince","Drama, Thriller","$ 50824620","$ 50000000","English, Urdu, Arabic, Persian, French, Mandarin","USA, United Arab Emirates",6.9,362,"2006-02-24","2006","Syriana (2006)"
"1097","1980s|business card|male rear nudity|materialism|narcissism","Comedy, Crime, Drama","$ 15070285","$ 7000000","English, Spanish, Cantonese","USA, Canada",7.6,311,"2001-05-25","2001","American Psycho (2001)"
"1098","dysfunctional marriage|marijuana|small town|store|trying to conceive","Drama, Romance","$ 14018296","$ 8000000","English","USA, Germany, Netherlands",6.4,101,"2003-03-28","2003","The Good Girl (2003)"
"1099","fire|marriage|martha's vineyard|teenager|vacation","Comedy, Drama, Romance","$ 8880705","","English","USA",6.5,10,"1994-04-22","1994","The Inkwell (1994)"
"1100","full frontal male nudity|hotel room|multiple characters voiced by same person|one night stand|sex in hotel room","Animation, Comedy, Drama","$ 3759286","$ 8000000","English, Italian, Japanese","UK, USA",7.3,389,"2016-02-25","2016","Anomalisa (2016)"
"1101","autumn|four seasons|friend|looking at one's self in a mirror|unhappiness","Comedy, Drama","$ 3205706","$ 8000000","English","UK, USA",7.3,255,"2011-02-04","2011","Another Year (2011)"
"1102","long distance runner|olympics|oregon|runner|watching television","Biography, Drama, Romance","$ 589304","$ 8000000","English","USA",6.8,26,"1997-01-24","1997","Prefontaine (1997)"
"1103","barbarian|fairy|forest|monastery|unfinished book","Animation, Adventure, Family","$ 676775","$ 8000000","English, Irish","France, Belgium, Ireland, Netherlands, USA, Denmark, Brazil, Germany, Austria, Hungary",7.6,129,"2009-02-11","2009","The Secret of Kells (2009)"
"1104","beach|cowboy|cowboy hat|neo western|valley","Drama, Romance, Thriller","$ 568932","$ 8000000","English","USA",6.4,70,"2006-10-20","2006","Down in the Valley (2006)"
"1105","1980s|friend|friendship|loyalty|mafia","Crime, Drama","$ 458232","$ 8000000","English","USA",6.3,40,"2009-05-28","2009","Brooklyn Rules (2009)"
