"","plot_keywords","genre","usa_gross_income","budget","language","country","avg_vote","reviews_from_critics","date_published","year","title_and_year"
"1015","female nudity|female pubic hair|lingerie|neo noir|pubic hair","Crime, Drama, Thriller","$ 1987762","$ 11000000","English","USA",6.7,386,"2012-10-11","2012","Killer Joe (2012)"
"1016","envy|fake family|gadget|materialism|unhappy marriage","Comedy, Drama","$ 1475746","$ 10000000","English","USA",6.5,144,"2010-04-23","2010","The Joneses (2010)"
"1017","critic|new york|new york city|playwright|theater critic","Drama, Romance","$ 840134","","English","Spain, USA, Japan",6.1,38,"1999-05-01","1999","Illuminata (1999)"
"1018","assassin|corporation|pop star|reporter|satire","Action, Comedy, Thriller","$ 580862","$ 10000000","English, Hungarian","USA",5.6,79,"2008-06-13","2008","War, Inc. (2008)"
"1019","cult film|kung fu|martial arts|shaolin|soccer","Action, Comedy, Family","$ 489600","$ 10000000","Cantonese, Mandarin","Hong Kong, China",7.3,253,"2003-04-11","2003","Shaolin Soccer (2003)"
"1020","boyfriend girlfriend relationship|erection|female frontal nudity|gang rape|prostitute","Drama","$ 366301","$ 10000000","English","USA, Japan",5,109,"2003-11-14","2003","The Brown Bunny (2003)"
"1021","based on true story|hijab|journalism|prison|reference to mahmoud ahmedinejad","Biography, Drama","$ 3128941","$ 5000000","English","USA",6.6,134,"2014-11-27","2014","Rosewater (2014)"
"1022","modern day adaptation|reference to william shakespeare|shakespeare in modern dress|shakespeare play|shakespeare's coriolanus","Drama, Thriller, War","$ 757195","","English","UK",6.1,208,"2012-01-20","2012","Coriolanus (2012)"
"1023","cat|christmas song|lawn mowing|leave of absence|medication","Comedy, Drama","$ 228767","$ 4000000","English","USA, Germany, Belgium",7.1,74,"2005-07-22","2005","Imaginary Heroes (2005)"
"1024","attempted murder|blackmail|diver's watch|nurse|satire","Action, Comedy, Drama","$ 228194","$ 10000000","English","UK, USA",6.2,41,"2001-07-20","2001","High Heels and Low Lifes (2001)"
"1025","bipolar disorder|sodomy|stabbing|street life|violence","Drama, Thriller","$ 131719","$ 10000000","English","USA",6.2,90,"2006-11-24","2006","Edmond (2006)"
"1026","businessman|prostitute|street|stripper|travel","Drama","$ 158898","","English","UK, USA",7,115,"2011-11-18","2011","Welcome to the Rileys (2011)"
"1027","based on autobiography|based on novel|based on true story|murder|racism","Drama","$ 109383","$ 10000000","English","USA",6.6,20,"2010-02-19","2010","Blood Done Sign My Name (2010)"
"1028","apartment|death of protagonist|follow that car|la dolce vita|love","Comedy, Drama, Romance","$ 285863","","English","USA, Canada, Mexico, Puerto Rico",6.5,57,"2014-10-30","2014","Elsa & Fred (2014)"
"1029","book club|cheating boyfriend|job promotion|manhattan new york city|new york city","Comedy, Romance","$ 100688","$ 10000000","English","USA",5.8,23,"2010-02-19","2010","The Good Guy (2010)"
"1030","","Drama","$ 141108","","English","Canada, USA, Germany",4,14,"2008-12-24","2008","Free Style (2008)"
"1031","australian|desert|mother daughter relationship|mother son relationship|promiscuity","Drama, Mystery, Thriller","$ 17472","$ 10000000","English","Ireland, Australia",5.2,91,"2016-02-05","2016","Strangerland (2016)"
"1032","bigger dreams|concert promoter|hotel maid|pep talk|rap concert","Comedy, Crime, Music","$ 9069","$ 10000000","English","USA",5.1,4,"2009-10-16","2009","The Janky Promoters (2009)"
"1033","dysfunctional family|family relationships|family reunion|funeral|twin","Comedy, Drama","$ 75076","$ 6500000","English","UK, Germany, USA",6.6,27,"2004-09-26","2004","Eulogy (2004)"
"1034","amusement park|strong female character|summer job|teen movie|teenager","Comedy, Drama, Romance","$ 16044025","","English","USA",6.8,254,"2009-07-10","2009","Adventureland (2009)"
"1035","1950s|cuba|cuban flag|fidel castro|havana cuba","Drama, Romance","$ 2484186","$ 9600000","English, Spanish","USA",6.6,46,"2006-11-17","2006","The Lost City (2006)"
"1036","african american|flashback|marijuana joint|porn magazine|suburb","Comedy","$ 57328603","$ 11000000","English, Spanish","USA",6.2,17,"2000-01-12","2000","Next Friday (2000)"
"1037","aging|daughter|old couple|old love|stroke","Drama, Romance","$ 6739492","$ 8900000","French, English","Austria, France, Germany",7.9,466,"2012-10-25","2012","Amour (2012)"
"1038","amateur film|sexual harassment|sexual innuendo|small town|struggling parent","Adventure, Comedy, Sci-Fi","$ 113682","$ 10000000","English","USA",6.2,105,"2010-06-04","2010","Gentlemen Broncos (2010)"
"1039","casino|desert|love|suicide|tragic event","Action, Drama, Romance","$ 1685269","INR 600000000","English, Hindi, Spanish","India",6.1,39,"2010-05-21","2010","Kites (2010)"
"1040","art director|breasts|depression|outdoor sex|riding a horse","Drama, Sci-Fi","$ 3030848","$ 7400000","English","Denmark, Sweden, France, Germany",7.2,423,"2011-10-21","2011","Melancholia (2011)"
"1041","accident|army|bomb|indian army|love","Drama, Romance","$ 3047539","$ 7217600","Hindi","India",6.7,53,"2012-11-13","2012","Jab Tak Hai Jaan (2012)"
"1042","band|box office flop|critically bashed|historically inaccurate|revisionist history","Biography, Drama, Music","$ 3573673","$ 10000000","English","USA",6.5,257,"2010-04-08","2010","The Runaways (2010)"
"1043","african american|bachelor party|brooklyn bridge|family relationships|stripper","Comedy, Drama, Romance","$ 34102780","$ 9000000","English","USA",6.8,31,"2000-07-28","2000","The Best Man (2000)"
"1044","bridge|governor|political thriller|president|vice president","Drama, Thriller","$ 17872723","$ 20000000","English","USA, Germany, UK",6.9,144,"2001-05-30","2001","The Contender (2001)"
"1045","attic|christmas|house|incest|sorority","Horror, Mystery, Thriller","$ 10429730","$ 5000000","English","USA, New Zealand",3.2,111,"2020-03-28","2020","Black Christmas (2020)"
"1046","female to male foot in crotch|lingerie slip|love|mistaken identity|writer","Comedy, Romance","$ 12264319","$ 10000000","English","USA",5.7,38,"2004-08-13","2004","Breakin' All the Rules (2004)"
"1047","boy|mistress|money|schizophrenic|school","Comedy, Drama","$ 4777465","$ 9000000","English","USA",6.9,128,"2002-10-04","2002","Igby Goes Down (2002)"
"1048","college|high school senior|meat|protest|university","Comedy","$ 4330020","$ 8000000","English","USA",6.6,16,"1994-04-29","1994","PCU (1994)"
"1049","gang banger|sequel|shakespeare's hamlet|student|time machine","Comedy, Music","$ 4886216","$ 9000000","English, Spanish","USA",6.3,125,"2008-08-27","2008","Hamlet 2 (2008)"
"1050","1970s|glitter|political cover up|reference to katharine hepburn|reference to spencer tracy","Drama, Music","$ 1053788","","English, French","UK, USA",7,105,"1999-01-29","1999","Velvet Goldmine (1999)"
"1051","friend|girl|imaginary friend|outback|town","Drama, Family","$ 14443","AUD 11400000","English","Australia, UK",6.6,25,"2006-12-23","2006","Opal Dream (2006)"
"1052","bare chested male|box office flop|diner|german shepherd|one word title","Comedy, Music, Romance","$ 1069318","$ 9000000","English, Japanese, Spanish","Germany, USA",4.3,41,"2005-08-26","2005","Undiscovered (2005)"
"1053","bar mitzvah|lawyer|train|wealth|wrestler","Action, Thriller","$ 3124","$ 28000000","English","USA",4.3,9,"2014-02-25","2014","The Girl on the Train (2014)"
"1054","abusive parent|child molester|child protection|photographer|police","Crime, Drama","$ 211440","","French, Italian, Romanian, Arabic","France",7.3,170,"2012-02-03","2012","Polisse (2012)"
"1055","country music|country western singer|journalist|musician|singer","Drama, Music, Romance","$ 39464306","$ 7000000","English, Spanish","USA",7.2,281,"2010-03-05","2010","Crazy Heart (2010)"
"1056","female protagonist|high school|self destructiveness|student council president|student government","Comedy, Drama, Romance","$ 14902041","$ 25000000","English, Spanish","USA",7.2,167,"2000-07-21","2000","Election (2000)"
"1057","cult film|disc jockey|female protagonist|music business|one word title","Drama, Music, Romance","$ 4274407","$ 22000000","English","USA",2.2,75,"2001-11-30","2001","Glitter (2001)"
"1058","based on book|based on true story|rape|title spoken by character","Action, Drama","$ 298347","$ 8000000","Korean","South Korea",7.1,15,"2003-12-24","2003","Silmido (2003)"
"1059","19th century|friend|john keats|passion|poet","Biography, Drama, Romance","$ 4444637","$ 8500000","English, French","UK, Australia, France",6.9,225,"2010-06-11","2010","Bright Star (2010)"
"1060","alaska|island|motorboat|singer|wilderness","Adventure, Drama, Thriller","$ 2160710","$ 10000000","English","USA",6.9,42,"1999-08-27","1999","Limbo (1999)"
"1061","jealousy|jumping into sea|love|swimming pool|wet clothes","Drama, Musical, Romance","$ 3827466","","Hindi, English, French","India",7.1,26,"2013-05-31","2013","Yeh Jawaani Hai Deewani (2013)"
"1062","future|murder|opera|repossession|surgery","Horror, Musical, Sci-Fi","$ 146750","$ 8500000","English","USA",6.6,139,"2008-11-20","2008","Repo! The Genetic Opera (2008)"
"1063","black comedy|cunnilingus|neo noir|nonlinear timeline|postmodern","Crime, Drama","$ 107928762","$ 8000000","English, Spanish, French","USA",8.9,289,"1994-10-28","1994","Pulp Fiction (1994)"
"1064","gay|graduate student|sister sister relationship|sprite|uncle nephew relationship","Comedy, Drama","$ 59891098","$ 8000000","English","USA",7.8,254,"2006-09-22","2006","Little Miss Sunshine (2006)"
"1065","basketball|hip hop|rap music|record company|writer","Romance, Comedy, Drama","$ 27363891","$ 8000000","English","USA",6.5,36,"2003-06-06","2003","Brown Sugar (2003)"
"1066","","Adventure, Drama","$ 150191","$ 2000000","English","USA",6.4,27,"2016-09-09","2016","Kicks (2016)"
"1067","centennial|girl|next door neighbor|prom|school","Comedy, Drama, Romance","$ 17845337","$ 8500000","English","USA",5.8,61,"2000-06-09","2000","Drive Me Crazy (2000)"
"1068","bail|diabetic|friend|jail|pharmaceutical lab","Comedy, Crime","$ 17460020","$ 8000000","English, Turkish","USA",6.7,42,"1998-06-26","1998","Half Baked (1998)"
"1069","1980s|business card|male rear nudity|materialism|narcissism","Comedy, Crime, Drama","$ 15070285","$ 7000000","English, Spanish, Cantonese","USA, Canada",7.6,311,"2001-05-25","2001","American Psycho (2001)"
"1070","dysfunctional marriage|marijuana|small town|store|trying to conceive","Drama, Romance","$ 14018296","$ 8000000","English","USA, Germany, Netherlands",6.4,101,"2003-03-28","2003","The Good Girl (2003)"
"1071","fire|marriage|martha's vineyard|teenager|vacation","Comedy, Drama, Romance","$ 8880705","","English","USA",6.5,10,"1994-04-22","1994","The Inkwell (1994)"
"1072","full frontal male nudity|hotel room|multiple characters voiced by same person|one night stand|sex in hotel room","Animation, Comedy, Drama","$ 3759286","$ 8000000","English, Italian, Japanese","UK, USA",7.3,389,"2016-02-25","2016","Anomalisa (2016)"
"1073","autumn|four seasons|friend|looking at one's self in a mirror|unhappiness","Comedy, Drama","$ 3205706","$ 8000000","English","UK, USA",7.3,255,"2011-02-04","2011","Another Year (2011)"
"1074","long distance runner|olympics|oregon|runner|watching television","Biography, Drama, Romance","$ 589304","$ 8000000","English","USA",6.8,26,"1997-01-24","1997","Prefontaine (1997)"
"1075","barbarian|fairy|forest|monastery|unfinished book","Animation, Adventure, Family","$ 676775","$ 8000000","English, Irish","France, Belgium, Ireland, Netherlands, USA, Denmark, Brazil, Germany, Austria, Hungary",7.6,129,"2009-02-11","2009","The Secret of Kells (2009)"
"1076","beach|cowboy|cowboy hat|neo western|valley","Drama, Romance, Thriller","$ 568932","$ 8000000","English","USA",6.4,70,"2006-10-20","2006","Down in the Valley (2006)"
"1077","1980s|friend|friendship|loyalty|mafia","Crime, Drama","$ 458232","$ 8000000","English","USA",6.3,40,"2009-05-28","2009","Brooklyn Rules (2009)"
"1078","detective|detective novel|fantasy sequence|hallucination|writer","Comedy, Crime, Musical","$ 337174","$ 8000000","English","USA",5.5,64,"2005-02-25","2005","The Singing Detective (2005)"
"1079","decapitation|neighbor|neighborhood|next door neighbor|zombie","Comedy, Drama, Horror","$ 304533","$ 8000000","English","Canada",6.7,136,"2007-03-16","2007","Fido (2007)"
"1080","directorial debut|fantasy sequence|nurse|old age home|prison","Comedy, Drama, Romance","$ 127414","$ 8000000","English, Spanish","Germany, USA",5.6,32,"2005-08-03","2005","The Wendell Baker Story (2005)"
"1081","corpse|dark humor|medical school|murder|pathology","Crime, Thriller","$ 109846","$ 8000000","English","USA",6,78,"2008-04-11","2008","Pathology (2008)"
"1082","gang|gun|loner|love|outcast","Comedy, Crime, Drama","$ 23106","DKK 50000000","English","Denmark, France, Germany, UK",6.6,102,"2005-09-23","2005","Dear Wendy (2005)"
"1083","based on manga|biker gang|gifted child|post thermonuclear war|science runs amok","Animation, Action, Sci-Fi","$ 553171","JPY 1100000000","Japanese","Japan",8,121,"1992-03-20","1992","Akira (1992)"
"1084","based on manga|biker gang|gifted child|post thermonuclear war|science runs amok","Action, Thriller","$ 219401","","Hindi","India",5.9,20,"2016-09-02","2016","Akira (2016)"
"1085","florist|friend|friendship|lesbian|love","Comedy, Drama, Romance","$ 672243","$ 7900000","English","UK, Germany",6.8,87,"2006-06-30","2006","Imagine Me & You (2006)"
"1086","","Comedy, Drama","$ 685780","$ 8000000","English","USA",7.6,35,"2016-11-11","2016","Mr. Church (2016)"
"1087","luberon|mystery writer|night|publisher|swimming","Crime, Drama, Mystery","$ 10130108","","English, French","France, UK",6.7,173,"2003-10-31","2003","Swimming Pool (2003)"
"1088","cigarette smoking|lobbyist|political satire|reporter|tobacco industry","Comedy, Drama","$ 24793509","$ 6500000","English","USA",7.6,245,"2006-09-01","2006","Thank You for Smoking (2006)"
"1089","american|hostel|slovakia|torture|train","Horror, Thriller","$ 17609452","$ 10200000","English, Slovak, Italian, Czech","USA, Czech Republic",5.5,242,"2007-06-22","2007","Hostel: Part II (2007)"
"1090","1960s|age difference|france|loss of virginity|oxford","Drama","$ 12574914","$ 7500000","English, French","UK, USA",7.3,280,"2010-02-05","2010","An Education (2010)"
"1091","artist|depression|gloves|photography|slacker","Drama, Romance","$ 10284523","","English, Japanese","USA",6.3,126,"2005-11-25","2005","Shopgirl (2005)"
"1092","championship|coach|curling|marriage|rural setting","Comedy, Drama, Romance","$ 4245870","$ 7500000","English, American Sign Language, German","Canada",5.7,9,"2002-11-22","2002","Men with Brooms (2002)"
"1093","fbi|polo|possum|sheriff|shotgun","Comedy, Crime","$ 4161625","$ 7500000","English","USA",3.3,36,"2008-02-22","2008","Witless Protection (2008)"
"1094","1830s|baptism|intolerance|mormon church|sibling rivalry","Romance, Drama","$ 3347647","$ 7500000","English","USA",6.8,6,"2005-01-21","2005","The Work and the Glory (2005)"
"1095","freak accident|gigolo|hit in the crotch|nosy neighbor|on the job injury","Comedy, Crime, Romance","$ 10823158","$ 8000000","English","USA",6.1,191,"2009-09-04","2009","Extract (2009)"
"1096","concert|jail|journalist|revolution|singer","Comedy, Drama, Music","$ 533569","","English","UK, USA",5.4,55,"2003-08-08","2003","Masked and Anonymous (2003)"
"1097","19th century|hotel|painter|waiter|woman pretending to be a man","Drama, Romance","$ 3014696","$ 8000000","English","UK, Ireland, France, USA",6.7,226,"2012-02-10","2012","Albert Nobbs (2012)"
"1098","color in title|number in title|two word title","Action, Crime, Drama","$ 5782","$ 7500000","English","Nigeria, USA",5.3,6,"2015-01-09","2015","Black November (2015)"
"1099","comeback|family relationships|marriage|new york|racer","Family, Romance, Sport","$ 872643","$ 6000000","Hindi, English","USA, India",5.6,16,"2007-04-27","2007","Ta Ra Rum Pum (2007)"
"1100","dream|girl|iran|islamic revolution|revolution","Animation, Biography, Drama","$ 4445756","$ 7300000","French, English, Persian, German","France, USA",8,256,"2008-02-22","2008","Persepolis (2008)"
"1101","autocracy|based on real events|dictatorship|germany|teacher","Drama, Thriller","$ 177404","EUR 6000000","Norwegian, English","Norway, Sweden",6.7,175,"2015-08-28","2015","The Wave (2015)"
